placeDcid,placeName,Date:Count_Household_FamilyHousehold,Value:Count_Household_FamilyHousehold,Source:Count_Household_FamilyHousehold
geoId/29091,Howell County,2022,10102,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29093,Iron County,2022,2611,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29095,Jackson County,2022,169849,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29097,Jasper County,2022,30067,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29099,Jefferson County,2022,60853,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29101,Johnson County,2022,12940,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29103,Knox County,2022,714,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29105,Laclede County,2022,9767,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29107,Lafayette County,2022,8493,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29109,Lawrence County,2022,9826,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29111,Lewis County,2022,2012,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29113,Lincoln County,2022,16377,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29115,Linn County,2022,3245,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29117,Livingston County,2022,3539,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29119,McDonald County,2022,5880,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29121,Macon County,2022,3701,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29123,Madison County,2022,3352,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29125,Maries County,2022,2231,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29127,Marion County,2022,7448,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29129,Mercer County,2022,747,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29131,Miller County,2022,6443,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29133,Mississippi County,2022,3025,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29135,Moniteau County,2022,3740,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29137,Monroe County,2022,2188,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29139,Montgomery County,2022,3040,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29141,Morgan County,2022,5104,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29143,New Madrid County,2022,4271,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29145,Newton County,2022,15476,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29147,Nodaway County,2022,4638,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29149,Oregon County,2022,2346,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29151,Osage County,2022,3637,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29153,Ozark County,2022,2347,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29155,Pemiscot County,2022,3910,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29157,Perry County,2022,4875,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29159,Pettis County,2022,11263,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29161,Phelps County,2022,10900,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29163,Pike County,2022,4269,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29165,Platte County,2022,28427,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29167,Polk County,2022,8176,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29169,Pulaski County,2022,10591,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29171,Putnam County,2022,966,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29173,Ralls County,2022,2874,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29175,Randolph County,2022,5870,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29177,Ray County,2022,6192,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29179,Reynolds County,2022,1452,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29181,Ripley County,2022,2679,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29183,St. Charles County,2022,110031,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29185,St. Clair County,2022,2452,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29186,Ste. Genevieve County,2022,4960,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29187,St. Francois County,2022,16040,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29189,St. Louis County,2022,257856,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29195,Saline County,2022,4827,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29197,Schuyler County,2022,800,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29199,Scotland County,2022,1005,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29201,Scott County,2022,10141,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29203,Shannon County,2022,1864,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29205,Shelby County,2022,1489,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29207,Stoddard County,2022,7439,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29209,Stone County,2022,8741,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29211,Sullivan County,2022,1177,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29213,Taney County,2022,14245,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29215,Texas County,2022,6254,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29217,Vernon County,2022,4644,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29219,Warren County,2022,9641,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29221,Washington County,2022,6222,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29223,Wayne County,2022,2815,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29225,Webster County,2022,10286,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29227,Worth County,2022,450,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29229,Wright County,2022,4653,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/29510,St. Louis,2022,61303,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/30001,Beaverhead County,2022,2308,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/30003,Big Horn County,2022,2526,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/30005,Blaine County,2022,1540,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/30007,Broadwater County,2022,1950,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/30009,Carbon County,2022,2850,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/30011,Carter County,2022,330,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/30013,Cascade County,2022,21155,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/30015,Chouteau County,2022,1331,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/30017,Custer County,2022,3063,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/30019,Daniels County,2022,377,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/30021,Dawson County,2022,2392,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/30023,Deer Lodge County,2022,2269,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/30025,Fallon County,2022,748,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/30027,Fergus County,2022,3067,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/30029,Flathead County,2022,27507,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/30031,Gallatin County,2022,27032,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/30033,Garfield County,2022,275,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/30035,Glacier County,2022,2811,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/30037,Golden Valley County,2022,203,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/30039,Granite County,2022,873,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/30041,Hill County,2022,4118,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/30043,Jefferson County,2022,3520,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/30045,Judith Basin County,2022,577,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/30047,Lake County,2022,8087,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/30049,Lewis and Clark County,2022,18102,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/30051,Liberty County,2022,427,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/30053,Lincoln County,2022,5528,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/30055,McCone County,2022,486,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/30057,Madison County,2022,2185,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/30059,Meagher County,2022,552,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/30061,Mineral County,2022,1334,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/30063,Missoula County,2022,27804,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/30065,Musselshell County,2022,1346,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/30067,Park County,2022,4606,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/30069,Petroleum County,2022,132,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/30071,Phillips County,2022,1172,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/30073,Pondera County,2022,1459,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/30075,Powder River County,2022,516,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/30077,Powell County,2022,1527,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/30079,Prairie County,2022,283,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/30081,Ravalli County,2022,12812,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/30083,Richland County,2022,2649,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/30085,Roosevelt County,2022,1771,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/30087,Rosebud County,2022,1937,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/30089,Sanders County,2022,3225,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/30091,Sheridan County,2022,879,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/30093,Silver Bow County,2022,8076,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/30095,Stillwater County,2022,2603,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/30097,Sweet Grass County,2022,999,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/30099,Teton County,2022,1616,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/30101,Toole County,2022,1030,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/30103,Treasure County,2022,216,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/30105,Valley County,2022,1713,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/30107,Wheatland County,2022,573,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/30109,Wibaux County,2022,288,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/30111,Yellowstone County,2022,41672,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31001,Adams County,2022,7962,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31003,Antelope County,2022,1574,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31005,Arthur County,2022,126,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31007,Banner County,2022,206,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31009,Blaine County,2022,122,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31011,Boone County,2022,1507,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31013,Box Butte County,2022,2906,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31015,Boyd County,2022,520,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31017,Brown County,2022,680,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31019,Buffalo County,2022,11990,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31021,Burt County,2022,1785,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31023,Butler County,2022,2259,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31025,Cass County,2022,7485,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31027,Cedar County,2022,2205,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31029,Chase County,2022,1026,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31031,Cherry County,2022,1422,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31033,Cheyenne County,2022,2439,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31035,Clay County,2022,1761,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31037,Colfax County,2022,2588,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31039,Cuming County,2022,2379,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31041,Custer County,2022,2951,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31043,Dakota County,2022,4865,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31045,Dawes County,2022,2034,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31047,Dawson County,2022,6183,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31049,Deuel County,2022,560,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31051,Dixon County,2022,1447,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31053,Dodge County,2022,9147,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31055,Douglas County,2022,140864,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31057,Dundy County,2022,436,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31059,Fillmore County,2022,1483,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31061,Franklin County,2022,810,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31063,Frontier County,2022,644,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31065,Furnas County,2022,1343,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31067,Gage County,2022,5512,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31069,Garden County,2022,478,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31071,Garfield County,2022,565,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31073,Gosper County,2022,521,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31075,Grant County,2022,161,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31077,Greeley County,2022,580,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31079,Hall County,2022,15836,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31081,Hamilton County,2022,2655,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31083,Harlan County,2022,761,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31085,Hayes County,2022,243,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31087,Hitchcock County,2022,665,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31089,Holt County,2022,2529,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31091,Hooker County,2022,117,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31093,Howard County,2022,1816,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31095,Jefferson County,2022,1798,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31097,Johnson County,2022,1180,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31099,Kearney County,2022,1839,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31101,Keith County,2022,2217,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31103,Keya Paha County,2022,225,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31105,Kimball County,2022,863,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31107,Knox County,2022,2162,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31109,Lancaster County,2022,76741,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31111,Lincoln County,2022,8995,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31113,Logan County,2022,229,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31115,Loup County,2022,167,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31117,McPherson County,2022,143,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31119,Madison County,2022,8539,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31121,Merrick County,2022,1996,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31123,Morrill County,2022,1111,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31125,Nance County,2022,835,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31127,Nemaha County,2022,1613,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31129,Nuckolls County,2022,1127,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31131,Otoe County,2022,4122,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31133,Pawnee County,2022,670,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31135,Perkins County,2022,799,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31137,Phelps County,2022,2320,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31139,Pierce County,2022,1962,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31141,Platte County,2022,8750,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31143,Polk County,2022,1363,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31145,Red Willow County,2022,2495,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31147,Richardson County,2022,2141,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31149,Rock County,2022,381,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31151,Saline County,2022,3704,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31153,Sarpy County,2022,50754,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31155,Saunders County,2022,6168,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31157,Scotts Bluff County,2022,9410,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31159,Seward County,2022,4692,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31161,Sheridan County,2022,1414,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31163,Sherman County,2022,813,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31165,Sioux County,2022,322,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31167,Stanton County,2022,1509,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31169,Thayer County,2022,1325,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31171,Thomas County,2022,215,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31173,Thurston County,2022,1454,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31175,Valley County,2022,1134,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31177,Washington County,2022,5634,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31179,Wayne County,2022,2177,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31181,Webster County,2022,977,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31183,Wheeler County,2022,215,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31185,York County,2022,3683,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/32001,Churchill County,2022,5770,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/32003,Clark County,2022,532434,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/32005,Douglas County,2022,15108,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/32007,Elko County,2022,13043,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/32009,Esmeralda County,2022,229,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/32011,Eureka County,2022,476,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/32013,Humboldt County,2022,4564,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/32015,Lander County,2022,1637,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/32017,Lincoln County,2022,1009,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/32019,Lyon County,2022,15503,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/32021,Mineral County,2022,1055,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/32023,Nye County,2022,13325,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/32027,Pershing County,2022,1289,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/32029,Storey County,2022,907,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/32031,Washoe County,2022,119417,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/32033,White Pine County,2022,2131,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/32510,Carson City,2022,14717,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/33001,Belknap County,2022,17100,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/33003,Carroll County,2022,13526,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/33005,Cheshire County,2022,18716,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/33007,Coos County,2022,8096,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/33009,Grafton County,2022,21419,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/33011,Hillsborough County,2022,107222,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/33013,Merrimack County,2022,40116,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/33015,Rockingham County,2022,86122,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/33017,Strafford County,2022,31623,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/33019,Sullivan County,2022,9966,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/34001,Atlantic County,2022,69510,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/34003,Bergen County,2022,251514,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/34005,Burlington County,2022,120158,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/34007,Camden County,2022,130234,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/34009,Cape May County,2022,28448,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/34011,Cumberland County,2022,35537,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/34013,Essex County,2022,201812,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/34015,Gloucester County,2022,77172,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/34017,Hudson County,2022,172397,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/34019,Hunterdon County,2022,36138,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/34021,Mercer County,2022,91742,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/34023,Middlesex County,2022,217300,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/34025,Monmouth County,2022,168914,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/34027,Morris County,2022,132604,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/34029,Ocean County,2022,158440,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/34031,Passaic County,2022,127795,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/34033,Salem County,2022,15853,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/34035,Somerset County,2022,91066,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/34037,Sussex County,2022,40030,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/34039,Union County,2022,144594,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/34041,Warren County,2022,29242,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/35001,Bernalillo County,2022,161858,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/35003,Catron County,2022,835,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/35005,Chaves County,2022,15507,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/35006,Cibola County,2022,5571,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/35007,Colfax County,2022,3204,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/35009,Curry County,2022,11679,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/35011,De Baca County,2022,329,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/35013,Doña Ana County,2022,52351,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/35015,Eddy County,2022,15977,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/35017,Grant County,2022,6044,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/35019,Guadalupe County,2022,807,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/35021,Harding County,2022,125,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
