placeDcid,placeName,Date:Count_Person_EducationalAttainmentRegularHighSchoolDiploma,Value:Count_Person_EducationalAttainmentRegularHighSchoolDiploma,Source:Count_Person_EducationalAttainmentRegularHighSchoolDiploma
geoId/31067,Gage County,2022,5101,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31069,Garden County,2022,339,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31071,Garfield County,2022,270,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31073,Gosper County,2022,367,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31075,Grant County,2022,94,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31077,Greeley County,2022,555,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31079,Hall County,2022,10958,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31081,Hamilton County,2022,1673,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31083,Harlan County,2022,568,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31085,Hayes County,2022,198,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31087,Hitchcock County,2022,485,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31089,Holt County,2022,1941,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31091,Hooker County,2022,136,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31093,Howard County,2022,1621,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31095,Jefferson County,2022,1711,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31097,Johnson County,2022,1274,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31099,Kearney County,2022,1092,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31101,Keith County,2022,1469,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31103,Keya Paha County,2022,172,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31105,Kimball County,2022,853,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31107,Knox County,2022,1855,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31109,Lancaster County,2022,34649,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31111,Lincoln County,2022,5915,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31113,Logan County,2022,138,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31115,Loup County,2022,143,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31117,McPherson County,2022,103,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31119,Madison County,2022,6601,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31121,Merrick County,2022,1883,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31123,Morrill County,2022,875,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31125,Nance County,2022,757,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31127,Nemaha County,2022,1123,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31129,Nuckolls County,2022,825,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31131,Otoe County,2022,3071,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31133,Pawnee County,2022,627,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31135,Perkins County,2022,442,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31137,Phelps County,2022,1417,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31139,Pierce County,2022,1489,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31141,Platte County,2022,5810,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31143,Polk County,2022,1155,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31145,Red Willow County,2022,1937,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31147,Richardson County,2022,2039,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31149,Rock County,2022,309,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31151,Saline County,2022,2167,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31153,Sarpy County,2022,22268,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31155,Saunders County,2022,3906,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31157,Scotts Bluff County,2022,5803,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31159,Seward County,2022,2667,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31161,Sheridan County,2022,958,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31163,Sherman County,2022,725,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31165,Sioux County,2022,183,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31167,Stanton County,2022,1147,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31169,Thayer County,2022,1027,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31171,Thomas County,2022,99,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31173,Thurston County,2022,1016,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31175,Valley County,2022,803,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31177,Washington County,2022,3492,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31179,Wayne County,2022,1534,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31181,Webster County,2022,709,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31183,Wheeler County,2022,179,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/31185,York County,2022,2327,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/32001,Churchill County,2022,4538,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/32003,Clark County,2022,371807,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/32005,Douglas County,2022,7974,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/32007,Elko County,2022,9534,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/32009,Esmeralda County,2022,177,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/32011,Eureka County,2022,381,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/32013,Humboldt County,2022,3189,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/32015,Lander County,2022,876,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/32017,Lincoln County,2022,1092,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/32019,Lyon County,2022,11045,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/32021,Mineral County,2022,1035,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/32023,Nye County,2022,12357,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/32027,Pershing County,2022,1701,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/32029,Storey County,2022,542,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/32031,Washoe County,2022,66613,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/32033,White Pine County,2022,2359,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/32510,Carson City,2022,8674,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/33001,Belknap County,2022,12170,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/33003,Carroll County,2022,9398,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/33005,Cheshire County,2022,15031,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/33007,Coos County,2022,7755,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/33009,Grafton County,2022,14556,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/33011,Hillsborough County,2022,64928,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/33013,Merrimack County,2022,26557,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/33015,Rockingham County,2022,50526,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/33017,Strafford County,2022,18756,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/33019,Sullivan County,2022,10204,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/34001,Atlantic County,2022,55577,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/34003,Bergen County,2022,127582,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/34005,Burlington County,2022,77834,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/34007,Camden County,2022,92472,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/34009,Cape May County,2022,20251,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/34011,Cumberland County,2022,34105,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/34013,Essex County,2022,142725,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/34015,Gloucester County,2022,56977,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/34017,Hudson County,2022,107200,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/34019,Hunterdon County,2022,16651,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/34021,Mercer County,2022,60272,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/34023,Middlesex County,2022,125365,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/34025,Monmouth County,2022,87808,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/34027,Morris County,2022,62548,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/34029,Ocean County,2022,132585,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/34031,Passaic County,2022,108410,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/34033,Salem County,2022,16351,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/34035,Somerset County,2022,39457,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/34037,Sussex County,2022,27060,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/34039,Union County,2022,96847,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/34041,Warren County,2022,23132,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/35001,Bernalillo County,2022,86281,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/35003,Catron County,2022,978,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/35005,Chaves County,2022,8689,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/35006,Cibola County,2022,4764,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/35007,Colfax County,2022,2498,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/35009,Curry County,2022,6153,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/35011,De Baca County,2022,265,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/35013,Doña Ana County,2022,24427,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/35015,Eddy County,2022,9393,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/35017,Grant County,2022,4183,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/35019,Guadalupe County,2022,1231,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/35021,Harding County,2022,128,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/35023,Hidalgo County,2022,765,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/35025,Lea County,2022,11803,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/35027,Lincoln County,2022,3981,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/35028,Los Alamos County,2022,1265,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/35029,Luna County,2022,4823,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/35031,McKinley County,2022,14445,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/35033,Mora County,2022,1197,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/35035,Otero County,2022,10087,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/35037,Quay County,2022,1716,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/35039,Rio Arriba County,2022,7660,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/35041,Roosevelt County,2022,3032,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/35043,Sandoval County,2022,21533,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/35045,San Juan County,2022,19879,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/35047,San Miguel County,2022,3817,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/35049,Santa Fe County,2022,20547,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/35051,Sierra County,2022,2682,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/35053,Socorro County,2022,4058,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/35055,Taos County,2022,5836,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/35057,Torrance County,2022,3157,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/35059,Union County,2022,1048,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/35061,Valencia County,2022,12998,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/36001,Albany County,2022,37153,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/36003,Allegany County,2022,8611,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/36005,Bronx County,2022,212223,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/36007,Broome County,2022,32068,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/36009,Cattaraugus County,2022,17126,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/36011,Cayuga County,2022,14041,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/36013,Chautauqua County,2022,24604,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/36015,Chemung County,2022,16347,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/36017,Chenango County,2022,11524,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/36019,Clinton County,2022,14778,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/36021,Columbia County,2022,11200,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/36023,Cortland County,2022,7188,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/36025,Delaware County,2022,10480,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/36027,Dutchess County,2022,44213,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/36029,Erie County,2022,146340,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/36031,Essex County,2022,7489,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/36033,Franklin County,2022,8846,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/36035,Fulton County,2022,11488,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/36037,Genesee County,2022,12980,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/36039,Greene County,2022,10805,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/36041,Hamilton County,2022,1062,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/36043,Herkimer County,2022,12276,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/36045,Jefferson County,2022,19423,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/36047,Brooklyn,2022,389257,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/36049,Lewis County,2022,7082,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/36051,Livingston County,2022,10898,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/36053,Madison County,2022,13378,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/36055,Monroe County,2022,99131,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/36057,Montgomery County,2022,10235,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/36059,Nassau County,2022,186227,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/36061,Manhattan,2022,124305,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/36063,Niagara County,2022,39820,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/36065,Oneida County,2022,40561,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/36067,Onondaga County,2022,67313,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/36069,Ontario County,2022,17124,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/36071,Orange County,2022,61453,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/36073,Orleans County,2022,9573,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/36075,Oswego County,2022,22988,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/36077,Otsego County,2022,10223,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/36079,Putnam County,2022,15692,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/36081,Queens County,2022,380181,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/36083,Rensselaer County,2022,24718,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/36085,Richmond County,2022,87103,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/36087,Rockland County,2022,39837,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/36089,St. Lawrence County,2022,20706,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/36091,Saratoga County,2022,35111,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/36093,Schenectady County,2022,23714,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/36095,Schoharie County,2022,6267,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/36097,Schuyler County,2022,3900,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/36099,Seneca County,2022,6149,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/36101,Steuben County,2022,19090,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/36103,Suffolk County,2022,242286,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/36105,Sullivan County,2022,13959,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/36107,Tioga County,2022,10086,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/36109,Tompkins County,2022,8268,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/36111,Ulster County,2022,31354,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/36113,Warren County,2022,11680,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/36115,Washington County,2022,13924,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/36117,Wayne County,2022,16796,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/36119,Westchester County,2022,106665,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/36121,Wyoming County,2022,9052,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/36123,Yates County,2022,4776,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37001,Alamance County,2022,26006,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37003,Alexander County,2022,8623,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37005,Alleghany County,2022,2311,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37007,Anson County,2022,5477,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37009,Ashe County,2022,5513,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37011,Avery County,2022,3037,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37013,Beaufort County,2022,8492,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37015,Bertie County,2022,3830,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37017,Bladen County,2022,5722,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37019,Brunswick County,2022,25538,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37021,Buncombe County,2022,38949,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37023,Burke County,2022,16753,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37025,Cabarrus County,2022,33215,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37027,Caldwell County,2022,13987,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37029,Camden County,2022,1926,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37031,Carteret County,2022,10207,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37033,Caswell County,2022,4918,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37035,Catawba County,2022,27578,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37037,Chatham County,2022,8660,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37039,Cherokee County,2022,6236,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37041,Chowan County,2022,3112,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37043,Clay County,2022,1761,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37045,Cleveland County,2022,20017,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37047,Columbus County,2022,11509,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37049,Craven County,2022,14958,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37051,Cumberland County,2022,47926,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37053,Currituck County,2022,5738,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37055,Dare County,2022,4976,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37057,Davidson County,2022,31927,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37059,Davie County,2022,7751,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37061,Duplin County,2022,8893,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37063,Durham County,2022,32117,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37065,Edgecombe County,2022,10902,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37067,Forsyth County,2022,54495,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37069,Franklin County,2022,11967,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37071,Gaston County,2022,37254,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37073,Gates County,2022,2806,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37075,Graham County,2022,1743,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37077,Granville County,2022,10822,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37079,Greene County,2022,3498,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37081,Guilford County,2022,69812,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37083,Halifax County,2022,10861,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37085,Harnett County,2022,21023,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37087,Haywood County,2022,10660,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37089,Henderson County,2022,18204,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37091,Hertford County,2022,4220,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37093,Hoke County,2022,8236,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37095,Hyde County,2022,1073,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37097,Iredell County,2022,28460,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37099,Jackson County,2022,6449,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37101,Johnston County,2022,32980,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37103,Jones County,2022,2077,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37105,Lee County,2022,9394,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37107,Lenoir County,2022,10306,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37109,Lincoln County,2022,15944,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37111,McDowell County,2022,9044,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37113,Macon County,2022,7174,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37115,Madison County,2022,4035,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37117,Martin County,2022,3883,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37119,Mecklenburg County,2022,106441,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37121,Mitchell County,2022,2489,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37123,Montgomery County,2022,5045,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37125,Moore County,2022,12645,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37127,Nash County,2022,17598,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37129,New Hanover County,2022,24797,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37131,Northampton County,2022,3993,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37133,Onslow County,2022,28244,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37135,Orange County,2022,9561,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37137,Pamlico County,2022,2198,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37139,Pasquotank County,2022,6251,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37141,Pender County,2022,9729,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37143,Perquimans County,2022,2530,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37145,Person County,2022,8064,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37147,Pitt County,2022,21356,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
geoId/37149,Polk County,2022,3434,https://www.census.gov/programs-surveys/acs/data/data-via-ftp.html
